"Sample","Factor1","Factor2","Factor5"
"LNEN002",2.80067300796509,-0.598433375358582,0.682073891162872
"LNEN003",-0.00192194397095591,1.90494954586029,0.11315131932497
"LNEN004",-0.027732415124774,2.16057467460632,0.206857204437256
"LNEN005",0.0400788709521294,-0.806767702102661,-5.03504657745361
"LNEN006",0.279632657766342,1.28188502788544,0.129804268479347
"LNEN007",3.51373362541199,-0.572391748428345,0.579327166080475
"LNEN008",3.10622453689575,-0.604661047458649,1.09859549999237
"LNEN009",2.1301281452179,-0.165255904197693,-1.41203236579895
"LNEN010",4.06203603744507,-0.784715712070465,0.587592720985413
"LNEN011",-0.361268401145935,2.36440253257751,0.428841978311539
"LNEN012",0.664099812507629,-0.580739617347717,-3.82718634605408
"LNEN013",-1.72476577758789,-1.14110624790192,0.474020838737488
"LNEN014",3.74906039237976,-0.851771831512451,0.978165924549103
"LNEN015",2.99312257766724,-0.828561663627625,0.203337237238884
"LNEN016",-0.0371830314397812,1.21653246879578,-1.31719589233398
"LNEN017",2.96150374412537,-0.631894648075104,-0.456734836101532
"LNEN018",0.301843255758286,1.23184835910797,0.0351146273314953
"LNEN019",-1.15599226951599,-1.12620365619659,-0.281739860773087
"LNEN020",3.08625054359436,-0.521629512310028,-0.429841101169586
"LNEN021",-1.43213057518005,-1.44810569286346,-0.423035860061646
"LNEN022",0.0243045911192894,-0.43377473950386,-3.29394006729126
"LNEN023",0.684067070484161,2.07913374900818,0.863937556743622
"LNEN024",-0.697494685649872,1.14506101608276,0.399448245763779
"LNEN025",-0.0530171133577824,2.21370506286621,0.0776561051607132
"LNEN026",0.905492722988129,-1.06178259849548,-0.333840876817703
"LNEN027",-1.45337843894958,0.230612337589264,0.377889662981033
"LNEN028",-0.0185690522193909,1.58858895301819,-0.377706587314606
"LNEN029",2.84432053565979,-0.565540790557861,0.0419131442904472
"LNEN030",-0.234682366251945,1.55614149570465,-0.74189293384552
"LNEN031",-0.141018345952034,2.12694907188416,0.180923223495483
"LNEN032",-0.138850435614586,2.61532521247864,0.494346916675568
"LNEN033",-0.369339764118195,2.00781178474426,-0.23052316904068
"LNEN034",-1.0229686498642,-1.37428224086761,-0.326837837696075
"LNEN035",2.51826024055481,-0.772299349308014,-1.06693768501282
"LNEN036",2.71015214920044,-0.811464190483093,0.621184051036835
"LNEN037",-1.434734582901,-0.708410978317261,-2.00034070014954
"LNEN038",0.118471026420593,1.82759499549866,0.672845602035522
"LNEN039",-2.22424840927124,-0.518091678619385,0.423634707927704
"LNEN040",-0.0516000501811504,2.21838092803955,-0.0730603709816933
"LNEN044_TU",-1.68711721897125,-1.28972387313843,-0.416482895612717
"LNEN047_TU",-1.9260059595108,-1.03827083110809,1.3522287607193
"LNEN048_TU",-1.66892647743225,-1.19187545776367,0.91154009103775
"LNEN050_TU",-0.770373165607452,-1.14187407493591,0.739401400089264
"LNEN051_TU",0.349705219268799,2.52716279029846,0.559457302093506
"LNEN052_TU",2.92717695236206,-0.578164219856262,0.874695122241974
"LNEN053_TU",3.38197350502014,-0.65470826625824,1.06855225563049
"LNEN054_TU",0.495726674795151,1.38460278511047,-0.558080017566681
"LNEN055_TU",0.428759783506393,1.90007150173187,-0.28818491101265
"LNEN056_TU",-0.324691146612167,0.654353380203247,-0.211214527487755
"LNEN057_TU",-1.09787595272064,-1.02177500724792,0.264967620372772
"LNEN058_TU",3.11473107337952,-0.747671723365784,-0.207495629787445
"LNEN060_TU",0.186132699251175,1.25494754314423,-0.562897682189941
"LNEN061_TU",-0.00324108614586294,1.13759684562683,-0.809328198432922
"LNEN063_TU",-1.84842789173126,-1.35518181324005,0.566847741603851
"LNEN064_TU",0.419693410396576,1.68172478675842,0.0344617962837219
"LNEN066_TU",3.62340641021729,-1.02555334568024,0.655152142047882
"LNEN067_TU",3.47572469711304,-0.784346461296082,0.935185492038727
"LNEN068_TU",-1.75788724422455,-1.25035762786865,-0.454714804887772
"LNEN069_TU",-0.0629584342241287,-1.02214777469635,-0.143620938062668
"LNEN071_TU",0.0520255565643311,-0.499870330095291,-3.22864866256714
"LNEN072_TU",1.81143987178802,-0.618784487247467,-1.54935240745544
"LNEN073_TU",3.44643020629883,-0.892872929573059,1.14682519435883
"LNEN074_TU",-0.228814020752907,1.65174329280853,-0.675016582012177
"LNEN076_TU",-1.52667939662933,-1.39295768737793,-0.317600965499878
"LNEN077_TU",-0.00566011155024171,0.705153822898865,0.367123454809189
"LNEN079_TU",0.170844435691833,1.96971392631531,-0.955851852893829
"LNEN081_TU",-2.2201988697052,-1.14093160629272,1.19544577598572
"LNEN082_TU",2.7088794708252,-0.777445375919342,0.0800124406814575
"LNEN083_TU",3.64132642745972,-0.688512325286865,0.138459712266922
"LNEN084_TU",1.70717215538025,-0.645054399967194,-2.04640865325928
"LNEN085_TU",-1.18104124069214,-1.53791069984436,0.0127313556149602
"LNEN086_TU",-0.169673398137093,2.18581748008728,0.460130482912064
"LNEN087_TU",3.13518261909485,-0.845176041126251,0.516734838485718
"LNEN089_TU",0.872162759304047,-1.25262486934662,-0.0164190176874399
"LNEN090_TU",3.59936809539795,-0.817376494407654,0.810491263866425
"LNEN091_TU",-1.80252826213837,-1.43246245384216,-1.29254174232483
"LNEN092_TU2",-2.28957796096802,-1.42051899433136,1.29241025447845
"LNEN093_TU2",-1.67481160163879,-1.05599343776703,0.257279455661774
"LNEN094_TU5",3.45441961288452,-0.808694779872894,-0.0825499147176743
"LNEN095_TU2",3.7558581829071,-0.838846147060394,0.982790648937225
"LNEN096_TU3",0.119246035814285,2.23986530303955,0.606965899467468
"LNEN097_TU5",-2.28807616233826,-0.632205426692963,1.70902788639069
"LNEN098_TU1",-0.19380347430706,2.41969776153564,0.702586591243744
