"Sample","Factor1","Factor2","Factor5"
"LNEN237_TU",2.80270838737488,-0.660411417484283,-0.071610800921917
"LNEN238_TU",-0.0792849808931351,-0.952577173709869,-0.800605773925781
"LNEN239_TU",3.26313757896423,-0.691264629364014,0.23394687473774
"LNEN240_TU",2.70694422721863,-0.541192233562469,-0.872675776481628
"LNEN241_TU",-0.101366452872753,0.978879690170288,-1.40268337726593
"LNEN243_TU",0.160313487052917,2.10046362876892,0.0329819731414318
"LNEN244_TU",-0.316133916378021,1.16804182529449,-0.770023167133331
"LNEN245_TU",-0.176393762230873,1.88484680652618,0.274914026260376
"LNEN246_TU",0.520565450191498,2.4565634727478,1.11267614364624
"LNEN247_TU",-0.210592985153198,2.11279773712158,0.181422650814056
"LNEN248_TU",-0.39751997590065,1.73237359523773,-0.0860026851296425
"LNEN249_TU",-1.72992658615112,-1.42449009418488,-0.747516393661499
"LNEN250_TU",0.317201793193817,1.07648980617523,-0.499088227748871
"LNEN251_TU1",3.22060585021973,-0.696654736995697,1.06494522094727
"LNEN252_TU",3.18295669555664,-0.863732576370239,0.723408043384552
"LNEN253_TU",0.0544922538101673,0.932329654693604,-1.03995537757874
"LNEN255_TU",-1.45781528949738,-1.36507070064545,0.598583877086639
"LNEN258_TU",3.10460472106934,-0.979867339134216,0.509586930274963
"LNEN263_TU",-0.256635129451752,2.20139002799988,0.514769613742828
"LNEN268_TU",-0.0970145687460899,2.33297348022461,0.380787521600723
"LNEN269_TU",-1.978630900383,-1.41952466964722,0.0585861578583717
"LNEN270_TU",-0.141552582383156,2.07252430915833,0.0443807430565357
"LNEN272_TU",-2.04834675788879,-1.04475128650665,1.21625685691833
"LNEN273_TU",-1.95363306999207,-0.526830494403839,0.846794486045837
"LNEN274_TU",2.74351787567139,-0.64982134103775,-0.506927311420441
"LNEN276_TU",-1.99936926364899,-1.40443348884583,-0.0147755090147257
"LNEN277_TU",1.93381881713867,-0.673893988132477,-0.246385544538498
"LNEN278s1_TU1",0.457330971956253,-0.750758528709412,-4.76373672485352
"LNET10T",0.347131460905075,-0.197135597467422,-2.82443237304688
"LNET13T",-1.68251645565033,-0.655796527862549,1.17533183097839
"LNET14T",-1.4094899892807,-0.937784194946289,-0.599516749382019
"LNET16T",-0.58096045255661,-0.880739271640778,-1.61963653564453
"LNET19T",-0.10566557943821,1.66409778594971,-1.0252491235733
"LNET2T",0.427968740463257,0.0395196489989758,-0.000223444687435403
"LNET5T",-1.89236032962799,-1.28518295288086,0.444388121366501
"LNET6T",-2.13843560218811,-0.91017097234726,0.884008765220642
"Lu_Aty2",0.776657462120056,-0.642838537693024,-4.51261186599731
"S00016",-2.49405264854431,-1.33630645275116,1.13516306877136
"S00076",-1.21144390106201,-1.15553903579712,-0.404329210519791
"S00089",1.07752549648285,-1.53462159633636,0.488354563713074
"S00094",0.393229186534882,1.83642733097076,0.752961456775665
"S00118",0.931705296039581,-0.995526969432831,0.115834139287472
"S00128",0.204147219657898,-0.929052591323853,0.211455270648003
"S00515",-0.201178938150406,1.73834311962128,0.0400587283074856
"S00516",-0.299681693315506,2.10660791397095,-0.0769428834319115
"S00520",3.24660992622375,-0.345448195934296,0.184639066457748
"S00716_B",3.73068022727966,-0.548240900039673,0.32636758685112
"S00858",0.105047598481178,1.84231507778168,0.745100975036621
"S01060_B_TU",-2.50409388542175,-0.94890034198761,1.39770650863647
"S01103",0.00352289061993361,2.02464652061462,0.778697192668915
"S01202",3.5226514339447,-0.497638732194901,1.12511193752289
"S01493",2.46387481689453,0.025427658110857,0.608658790588379
"S01501",-2.33217120170593,-1.47002029418945,-0.069637194275856
"S01502",-1.82470345497131,-1.44350671768188,-0.222055017948151
"S01504_B_TU",-1.60725057125092,-1.33733725547791,-0.08628761023283
"S01510",3.0343017578125,-0.700699090957642,1.20186507701874
"S01513",0.326463580131531,-0.715089499950409,-2.51023817062378
"S01515",-0.84650593996048,-0.357832759618759,-0.44553405046463
"S01519",-1.9824982881546,-1.14510524272919,1.13207399845123
"S01520",-1.56477093696594,-0.870366394519806,0.0989251211285591
"S01521",-0.41702726483345,2.59891033172607,0.25227364897728
"S01522",-1.11215329170227,-1.53479766845703,-1.23237562179565
"S01526",-0.354782491922379,2.2854220867157,0.219052881002426
"S01528",-2.55109286308289,-1.19832253456116,1.28396928310394
"S01529",-0.0690890401601791,2.25070214271545,1.02066326141357
"S01531",-0.235150799155235,2.32309174537659,-0.00583354057744145
"S01532",-0.204465955495834,2.2579562664032,0.631460726261139
"S01536",-2.15759086608887,-0.731550931930542,1.50898468494415
"S01537",-0.0315385647118092,2.10167360305786,0.286234021186829
"S01538",-0.12495481222868,2.05294489860535,0.0212733522057533
"S01539",-0.197334378957748,1.50168609619141,0.60893589258194
"S01540",-2.15138006210327,-0.730950713157654,0.640687763690948
"S01541",0.0873727053403854,1.25642836093903,-1.23674595355988
"S01543",-1.32297873497009,-0.925967335700989,-0.174549430608749
"S01545",-2.2806179523468,-0.70092785358429,0.952766180038452
"S01546",0.34866127371788,1.79613399505615,-0.41420105099678
"S01567",2.2321503162384,-0.558313310146332,-0.472155600786209
"S01572",-1.13031005859375,-1.105593085289,0.298744857311249
"S01573",-1.94390392303467,-1.18980658054352,0.274797916412354
"S01576",-0.200063049793243,-0.0218257829546928,0.000455647270428017
"S01577",-2.25529289245605,-1.3425360918045,-0.332220941781998
"S01582",-0.0575967282056808,1.93075203895569,-0.0841926112771034
"S01583",-0.533630192279816,1.9295951128006,0.591676235198975
"S01584",-0.209671467542648,2.41337609291077,0.381687879562378
"S01585",-0.209644973278046,1.98807752132416,-0.189539358019829
"S01590",-1.35154962539673,-0.166934072971344,0.767560362815857
"S01593",0.391777843236923,2.42338299751282,0.505101978778839
"S01605_B_TU",0.147076323628426,1.64631748199463,-0.513040602207184
"S01666",2.61737561225891,-0.443509370088577,1.19820380210876
"S01731",0.376540958881378,1.42048287391663,0.642391324043274
"S01733",-1.6808717250824,0.130921751260757,1.46071076393127
"S01742",-2.10970091819763,-1.20192396640778,-0.521719872951508
