"Sample","Morphology_LF","Adaptive-response_LF"
"MESO_001_T",-0.359072953462601,0.00698035676032305
"MESO_002_T2",-1.3571982383728,0.84538608789444
"MESO_003_T2",0.0586011372506618,-1.1755176782608
"MESO_006_T",0.641431927680969,-2.70146203041077
"MESO_007_T",2.50256061553955,-1.02383196353912
"MESO_009_T",0.279050499200821,0.327662229537964
"MESO_010_T",0.776077330112457,-2.02589178085327
"MESO_011_T",0.988994002342224,-1.99505519866943
"MESO_012_T",-0.163432970643044,2.28436398506165
"MESO_013_T",1.50501668453217,-1.91176474094391
"MESO_014_T",0.601758122444153,-1.24227666854858
"MESO_015_T",1.89264357089996,-0.963388800621033
"MESO_016_T",2.20170164108276,-0.574183523654938
"MESO_017_T",0.91544896364212,-1.0487517118454
"MESO_018_T",1.51286065578461,-2.74975872039795
"MESO_019_T",-3.80781507492065,-1.51786780357361
"MESO_020_T",1.17697989940643,0.902723610401154
"MESO_021_T",0.753406405448914,-1.15947902202606
"MESO_022_T",0.901932179927826,0.672990560531616
"MESO_023_T",-0.704391777515411,1.43805801868439
"MESO_024_T",-1.6998428106308,0.484558582305908
"MESO_025_T",0.0704128444194794,-1.43586111068726
"MESO_026_T",2.10824608802795,0.247714683413506
"MESO_027_T",0.603929996490479,-0.658686757087708
"MESO_028_T",2.22000885009766,-0.0758587196469307
"MESO_029_T",0.526123523712158,-0.890186369419098
"MESO_030_T",-1.12518990039825,2.86369228363037
"MESO_031_T",0.190718367695808,-0.703669250011444
"MESO_032_T",-0.551904022693634,0.975424468517303
"MESO_033_T",0.469909340143204,2.21454834938049
"MESO_034_T",0.637700259685516,1.69839119911194
"MESO_035_T",-0.272325366735458,0.702330887317657
"MESO_036_T",0.15633125603199,1.44972264766693
"MESO_037_T",-1.00597608089447,-1.87647414207458
"MESO_038_T",0.0459478050470352,0.388535976409912
"MESO_039_T",-0.138785645365715,1.69391977787018
"MESO_040_T",0.335670173168182,-0.594247043132782
"MESO_041_T1",-0.0421565361320972,0.7548006772995
"MESO_042_T1",0.879538178443909,1.44704115390778
"MESO_043_T",1.94448339939117,1.2100944519043
"MESO_044_T",-1.15661358833313,0.561738193035126
"MESO_045_T",-0.0734891295433044,3.07543444633484
"MESO_046_T",0.415437787771225,-1.83590495586395
"MESO_047_T",-0.72356903553009,1.03284633159637
"MESO_048_T1",-0.0700118243694305,-1.3030219078064
"MESO_049_T",1.54013454914093,0.226540446281433
"MESO_050_T",-1.13845121860504,2.58147954940796
"MESO_051_T",0.238032281398773,0.128506734967232
"MESO_052_T2",1.40852510929108,0.529321372509003
"MESO_053_T",1.41866409778595,-1.14894068241119
"MESO_054_T",1.19979274272919,1.51643562316895
"MESO_055_T",-1.2243036031723,1.36495649814606
"MESO_056_T2",1.09343719482422,-0.613344252109528
"MESO_057_T2",1.6063107252121,-1.95852184295654
"MESO_058_T2",-0.331906586885452,1.61916649341583
"MESO_059_T1",1.00910723209381,1.82667136192322
"MESO_060_T",3.57592558860779,-0.488102376461029
"MESO_061_T",-2.62757396697998,2.94577598571777
"MESO_062_T2",1.27158856391907,1.73274767398834
"MESO_063_T",0.497833609580994,1.26443040370941
"MESO_064_T",0.327637523412704,-1.22694313526154
